Date,Start Time,End Time,Genre,Tempo,Energy,Danceability,Valence
2024-11-07,2024-11-07 13:15:00,2024-11-07 13:43:00,Electronic,119.34,0.52,0.62,0.17
2024-11-07,2024-11-07 13:45:00,2024-11-07 14:07:00,Hip-Hop,127.31,0.32,0.42,0.4
2024-11-07,2024-11-07 14:09:00,2024-11-07 14:17:00,Classical,110.76,0.43,0.99,0.39
2024-11-07,2024-11-07 14:22:00,2024-11-07 14:45:00,Hip-Hop,72.72,0.13,0.74,0.42
2024-11-07,2024-11-07 14:52:00,2024-11-07 15:14:00,R&B,76.2,0.81,0.48,0.85
2024-11-07,2024-11-07 15:15:00,2024-11-07 15:23:00,Pop,78.18,0.36,0.14,0.6
2024-11-07,2024-11-07 15:28:00,2024-11-07 15:58:00,Pop,116.8,0.86,0.45,0.29
2024-11-07,2024-11-07 16:08:00,2024-11-07 16:18:00,Pop,71.85,0.44,0.17,0.55
2024-11-07,2024-11-07 16:23:00,2024-11-07 16:37:00,Pop,136.35,0.35,0.61,0.19
2024-11-07,2024-11-07 16:42:00,2024-11-07 16:56:00,Classical,145.95,0.41,0.57,0.45
2024-11-07,2024-11-07 17:02:00,2024-11-07 17:24:00,R&B,156.06,0.77,0.17,0.9
2024-11-07,2024-11-07 17:25:00,2024-11-07 17:32:00,Phonk,77.3,0.66,0.64,0.62
2024-11-07,2024-11-07 17:39:00,2024-11-07 17:45:00,R&B,93.19,0.75,0.15,0.57
2024-11-07,2024-11-07 17:46:00,2024-11-07 17:58:00,Hip-Hop,76.29,0.71,0.56,0.46
2024-11-07,2024-11-07 18:01:00,2024-11-07 18:30:00,Electronic,168.4,0.1,0.58,0.78
2024-11-07,2024-11-07 18:34:00,2024-11-07 18:51:00,Electronic,130.81,0.67,0.62,0.77
2024-11-07,2024-11-07 18:57:00,2024-11-07 19:21:00,Hip-Hop,179.03,0.48,0.82,0.98
2024-11-07,2024-11-07 19:23:00,2024-11-07 19:33:00,Classical,73.62,0.19,0.11,0.65
2024-11-07,2024-11-07 19:34:00,2024-11-07 19:44:00,Electronic,148.91,0.58,0.63,0.61
2024-11-07,2024-11-07 19:54:00,2024-11-07 20:02:00,Rock,152.2,0.48,0.72,0.54
2024-11-07,2024-11-07 20:04:00,2024-11-07 20:23:00,Classical,131.16,0.72,0.96,0.39
2024-11-07,2024-11-07 20:29:00,2024-11-07 20:49:00,R&B,160.83,0.94,0.38,0.61
2024-11-07,2024-11-07 20:59:00,2024-11-07 21:14:00,Rock,166.35,0.96,0.79,0.1
2024-11-07,2024-11-07 21:18:00,2024-11-07 21:42:00,Rock,158.5,0.97,0.21,0.97
2024-11-07,2024-11-07 21:46:00,2024-11-07 22:01:00,Hip-Hop,176.32,0.36,0.41,0.6
2024-11-07,2024-11-07 22:11:00,2024-11-07 22:19:00,Phonk,121.26,0.72,0.71,0.12
2024-11-07,2024-11-07 22:20:00,2024-11-07 22:32:00,Classical,154.72,0.47,0.55,0.56
2024-11-07,2024-11-07 22:37:00,2024-11-07 22:56:00,Rock,76.85,0.23,0.84,0.41
2024-11-07,2024-11-07 23:01:00,2024-11-07 23:18:00,Classical,168.23,0.96,0.48,0.58
2024-11-07,2024-11-07 23:27:00,2024-11-07 23:42:00,Classical,157.39,0.62,0.67,0.53
2024-11-08,2024-11-08 00:00:00,2024-11-08 00:28:00,Pop,71.97,0.43,0.72,0.82
2024-11-08,2024-11-08 00:35:00,2024-11-08 01:04:00,R&B,145.19,0.28,0.88,0.58
2024-11-08,2024-11-08 01:12:00,2024-11-08 01:42:00,Electronic,106.4,0.65,0.47,0.2
2024-11-08,2024-11-08 01:44:00,2024-11-08 01:56:00,Hip-Hop,84.59,0.4,0.57,0.79
2024-11-08,2024-11-08 01:57:00,2024-11-08 02:12:00,Phonk,154.9,0.12,0.86,0.16
2024-11-08,2024-11-08 02:17:00,2024-11-08 02:38:00,Classical,107.92,0.5,1.0,0.74
2024-11-08,2024-11-08 02:48:00,2024-11-08 03:09:00,Phonk,111.39,0.15,0.21,0.26
2024-11-08,2024-11-08 03:12:00,2024-11-08 03:29:00,R&B,99.24,0.45,0.64,0.35
2024-11-08,2024-11-08 03:37:00,2024-11-08 03:53:00,Pop,92.54,0.17,0.81,0.62
2024-11-08,2024-11-08 03:54:00,2024-11-08 04:09:00,Rock,126.29,0.61,0.29,0.51
2024-11-08,2024-11-08 04:10:00,2024-11-08 04:40:00,Pop,146.25,0.25,0.32,0.15
2024-11-08,2024-11-08 04:49:00,2024-11-08 04:57:00,Techno,170.09,0.48,0.82,0.6
2024-11-08,2024-11-08 05:07:00,2024-11-08 05:20:00,R&B,167.4,0.34,0.91,0.12
2024-11-08,2024-11-08 05:24:00,2024-11-08 05:36:00,Rock,71.06,0.52,0.82,0.52
2024-11-08,2024-11-08 05:42:00,2024-11-08 06:11:00,R&B,91.94,0.86,0.96,0.86
2024-11-08,2024-11-08 06:20:00,2024-11-08 06:50:00,Electronic,159.36,0.16,0.57,0.86
2024-11-08,2024-11-08 07:00:00,2024-11-08 07:14:00,Hip-Hop,63.97,0.27,0.64,0.46
2024-11-08,2024-11-08 07:24:00,2024-11-08 07:35:00,Classical,106.15,0.36,0.42,0.23
2024-11-08,2024-11-08 07:45:00,2024-11-08 07:53:00,Electronic,89.06,0.82,0.45,0.72
2024-11-08,2024-11-08 08:02:00,2024-11-08 08:19:00,Techno,63.2,0.21,0.75,0.44
2024-11-08,2024-11-08 08:20:00,2024-11-08 08:43:00,Pop,87.91,0.86,0.98,0.88
2024-11-08,2024-11-08 08:53:00,2024-11-08 09:13:00,Phonk,109.88,0.97,0.72,0.25
2024-11-08,2024-11-08 09:21:00,2024-11-08 09:44:00,Hip-Hop,121.32,0.26,0.76,0.57
2024-11-08,2024-11-08 09:51:00,2024-11-08 10:04:00,R&B,119.23,0.59,0.72,0.4
2024-11-08,2024-11-08 10:14:00,2024-11-08 10:30:00,Pop,62.13,0.65,0.87,0.73
2024-11-08,2024-11-08 10:37:00,2024-11-08 10:49:00,Phonk,86.39,0.73,0.76,0.14
2024-11-08,2024-11-08 10:54:00,2024-11-08 11:19:00,R&B,73.09,0.48,0.86,0.61
2024-11-08,2024-11-08 11:23:00,2024-11-08 11:36:00,Phonk,165.43,0.73,0.23,0.81
2024-11-08,2024-11-08 11:38:00,2024-11-08 11:48:00,R&B,157.15,0.81,0.52,0.53
2024-11-08,2024-11-08 11:49:00,2024-11-08 12:17:00,R&B,173.1,0.66,0.61,0.43
2024-11-08,2024-11-08 12:27:00,2024-11-08 12:47:00,Hip-Hop,83.05,0.33,0.83,0.32
2024-11-08,2024-11-08 12:55:00,2024-11-08 13:09:00,Pop,143.48,0.55,0.84,1.0
2024-11-08,2024-11-08 13:10:00,2024-11-08 13:35:00,R&B,77.62,0.73,0.61,0.79
2024-11-08,2024-11-08 13:40:00,2024-11-08 13:56:00,Hip-Hop,99.49,0.68,0.12,0.98
2024-11-08,2024-11-08 13:57:00,2024-11-08 14:12:00,Phonk,177.01,0.33,0.67,0.45
2024-11-08,2024-11-08 14:16:00,2024-11-08 14:36:00,Hip-Hop,159.25,0.29,0.68,0.35
2024-11-08,2024-11-08 14:43:00,2024-11-08 15:02:00,Hip-Hop,75.1,0.53,0.36,0.25
2024-11-08,2024-11-08 15:06:00,2024-11-08 15:21:00,Rock,129.66,0.26,0.66,0.51
2024-11-08,2024-11-08 15:23:00,2024-11-08 15:28:00,Hip-Hop,179.6,0.44,0.71,0.73
2024-11-08,2024-11-08 15:30:00,2024-11-08 15:36:00,R&B,90.16,0.53,0.62,0.42
2024-11-08,2024-11-08 15:40:00,2024-11-08 16:05:00,Rock,93.11,0.34,0.17,0.75
2024-11-08,2024-11-08 16:10:00,2024-11-08 16:32:00,Hip-Hop,159.59,0.28,0.39,0.54
2024-11-08,2024-11-08 16:40:00,2024-11-08 17:08:00,Hip-Hop,114.35,0.15,0.64,0.33
2024-11-08,2024-11-08 17:17:00,2024-11-08 17:37:00,Pop,166.02,0.74,0.87,0.57
2024-11-08,2024-11-08 17:47:00,2024-11-08 18:15:00,Classical,61.72,0.22,0.75,0.63
2024-11-08,2024-11-08 18:22:00,2024-11-08 18:36:00,Electronic,152.12,0.79,0.71,0.86
2024-11-08,2024-11-08 18:38:00,2024-11-08 18:49:00,Hip-Hop,144.56,0.34,0.46,0.83
2024-11-08,2024-11-08 18:50:00,2024-11-08 18:57:00,Classical,99.71,0.3,0.44,0.83
2024-11-08,2024-11-08 19:06:00,2024-11-08 19:33:00,Classical,166.38,0.44,0.44,0.95
2024-11-08,2024-11-08 19:38:00,2024-11-08 19:50:00,Techno,88.58,0.41,0.48,0.1
2024-11-08,2024-11-08 19:53:00,2024-11-08 20:06:00,Phonk,82.34,0.69,0.86,0.9
2024-11-08,2024-11-08 20:11:00,2024-11-08 20:28:00,Classical,61.96,0.11,0.37,0.68
2024-11-08,2024-11-08 20:35:00,2024-11-08 20:50:00,Techno,151.49,0.17,0.56,0.38
2024-11-08,2024-11-08 20:57:00,2024-11-08 21:24:00,Electronic,139.49,0.34,0.7,0.97
2024-11-08,2024-11-08 21:34:00,2024-11-08 21:51:00,Classical,98.74,0.78,0.29,0.64
2024-11-08,2024-11-08 22:01:00,2024-11-08 22:25:00,Rock,73.49,0.25,0.99,0.37
2024-11-08,2024-11-08 22:26:00,2024-11-08 22:34:00,Pop,90.31,0.83,0.11,0.62
2024-11-08,2024-11-08 22:39:00,2024-11-08 22:50:00,R&B,179.79,0.16,0.27,0.82
2024-11-08,2024-11-08 22:55:00,2024-11-08 23:07:00,Classical,125.18,0.62,0.88,0.21
2024-11-08,2024-11-08 23:16:00,2024-11-08 23:35:00,Pop,61.38,0.58,0.47,0.83
2024-11-09,2024-11-09 00:00:00,2024-11-09 00:22:00,Rock,115.67,0.16,0.99,0.96
2024-11-09,2024-11-09 00:28:00,2024-11-09 00:45:00,Rock,143.84,0.87,0.98,0.23
2024-11-09,2024-11-09 00:48:00,2024-11-09 01:08:00,Electronic,77.62,0.92,0.44,0.52
2024-11-09,2024-11-09 01:15:00,2024-11-09 01:22:00,R&B,160.78,0.82,0.2,0.56
2024-11-09,2024-11-09 01:32:00,2024-11-09 01:45:00,Rock,95.41,0.51,0.19,1.0
2024-11-09,2024-11-09 01:50:00,2024-11-09 02:06:00,Techno,100.45,0.25,0.98,0.81
2024-11-09,2024-11-09 02:08:00,2024-11-09 02:14:00,Classical,67.69,0.71,0.63,0.42
2024-11-09,2024-11-09 02:17:00,2024-11-09 02:42:00,Electronic,179.48,0.99,0.7,0.56
2024-11-09,2024-11-09 02:43:00,2024-11-09 03:09:00,Phonk,97.43,0.27,0.98,0.74
2024-11-09,2024-11-09 03:17:00,2024-11-09 03:30:00,Techno,92.62,0.39,0.57,0.69
2024-11-09,2024-11-09 03:37:00,2024-11-09 04:05:00,Hip-Hop,116.3,0.77,0.6,0.44
2024-11-09,2024-11-09 04:10:00,2024-11-09 04:26:00,R&B,116.9,0.72,0.83,0.54
2024-11-09,2024-11-09 04:32:00,2024-11-09 04:51:00,Phonk,114.35,0.31,0.51,0.75
2024-11-09,2024-11-09 04:54:00,2024-11-09 05:06:00,R&B,131.45,0.44,0.97,0.67
2024-11-09,2024-11-09 05:11:00,2024-11-09 05:37:00,Rock,63.34,0.95,0.51,0.69
2024-11-09,2024-11-09 05:43:00,2024-11-09 05:55:00,R&B,131.66,0.34,0.15,0.97
2024-11-09,2024-11-09 06:04:00,2024-11-09 06:21:00,Techno,164.68,0.95,0.33,0.51
2024-11-09,2024-11-09 06:25:00,2024-11-09 06:37:00,Pop,139.34,0.68,0.2,0.13
2024-11-09,2024-11-09 06:44:00,2024-11-09 07:12:00,Pop,167.71,0.88,0.65,0.18
2024-11-09,2024-11-09 07:19:00,2024-11-09 07:45:00,R&B,70.42,0.28,0.4,0.56
2024-11-09,2024-11-09 07:51:00,2024-11-09 08:05:00,R&B,82.47,0.32,0.59,0.74
2024-11-09,2024-11-09 08:13:00,2024-11-09 08:35:00,Hip-Hop,84.26,0.53,0.4,0.96
2024-11-09,2024-11-09 08:45:00,2024-11-09 09:00:00,Electronic,68.52,0.47,0.23,0.33
2024-11-09,2024-11-09 09:06:00,2024-11-09 09:31:00,Hip-Hop,178.85,0.13,0.97,0.66
2024-11-09,2024-11-09 09:39:00,2024-11-09 09:57:00,Rock,136.24,0.74,0.68,0.14
2024-11-09,2024-11-09 09:59:00,2024-11-09 10:12:00,Electronic,113.19,0.32,1.0,0.94
2024-11-09,2024-11-09 10:18:00,2024-11-09 10:43:00,Rock,125.67,0.66,0.85,0.97
2024-11-09,2024-11-09 10:50:00,2024-11-09 11:13:00,Rock,108.27,0.97,0.98,0.21
2024-11-09,2024-11-09 11:19:00,2024-11-09 11:33:00,Techno,103.2,0.2,0.37,0.29
2024-11-09,2024-11-09 11:42:00,2024-11-09 11:58:00,Phonk,103.3,1.0,0.24,0.28
2024-11-09,2024-11-09 12:06:00,2024-11-09 12:21:00,Hip-Hop,155.66,0.79,0.14,0.59
2024-11-09,2024-11-09 12:29:00,2024-11-09 12:56:00,Hip-Hop,126.05,0.31,0.31,0.43
2024-11-09,2024-11-09 13:04:00,2024-11-09 13:10:00,R&B,172.66,0.63,0.41,0.14
2024-11-09,2024-11-09 13:16:00,2024-11-09 13:40:00,Phonk,165.81,0.82,0.38,0.6
2024-11-09,2024-11-09 13:42:00,2024-11-09 13:53:00,Techno,141.26,0.77,0.83,0.41
2024-11-09,2024-11-09 13:59:00,2024-11-09 14:20:00,Phonk,87.16,0.57,0.32,0.37
2024-11-09,2024-11-09 14:25:00,2024-11-09 14:50:00,Techno,80.24,0.66,0.58,0.55
2024-11-09,2024-11-09 14:59:00,2024-11-09 15:09:00,Rock,116.67,0.49,0.82,0.37
2024-11-09,2024-11-09 15:16:00,2024-11-09 15:45:00,Classical,117.29,0.26,0.44,0.73
2024-11-09,2024-11-09 15:54:00,2024-11-09 16:09:00,Rock,165.07,0.58,0.4,0.89
2024-11-09,2024-11-09 16:15:00,2024-11-09 16:33:00,Hip-Hop,144.36,0.99,0.28,0.31
2024-11-09,2024-11-09 16:39:00,2024-11-09 17:07:00,Classical,122.73,0.56,0.59,0.4
2024-11-09,2024-11-09 17:17:00,2024-11-09 17:35:00,Hip-Hop,160.84,0.14,0.63,0.11
2024-11-09,2024-11-09 17:36:00,2024-11-09 18:01:00,Classical,93.14,0.42,0.61,0.35
2024-11-09,2024-11-09 18:04:00,2024-11-09 18:18:00,Rock,122.64,0.7,0.16,0.25
2024-11-09,2024-11-09 18:23:00,2024-11-09 18:29:00,Techno,152.92,0.34,0.63,0.28
2024-11-09,2024-11-09 18:30:00,2024-11-09 18:59:00,Techno,114.55,0.52,0.44,0.55
2024-11-09,2024-11-09 19:01:00,2024-11-09 19:17:00,Hip-Hop,70.2,0.83,0.63,0.6
2024-11-09,2024-11-09 19:21:00,2024-11-09 19:27:00,Electronic,111.52,0.64,0.63,0.8
2024-11-09,2024-11-09 19:30:00,2024-11-09 19:58:00,Phonk,164.23,0.97,0.88,0.94
2024-11-09,2024-11-09 20:02:00,2024-11-09 20:25:00,Techno,166.08,0.93,0.56,0.27
2024-11-09,2024-11-09 20:27:00,2024-11-09 20:51:00,Rock,162.66,0.86,0.53,0.33
2024-11-09,2024-11-09 20:53:00,2024-11-09 21:17:00,Phonk,160.91,0.48,0.29,0.9
2024-11-09,2024-11-09 21:26:00,2024-11-09 21:32:00,Phonk,86.04,0.75,0.72,0.45
2024-11-09,2024-11-09 21:41:00,2024-11-09 21:46:00,Hip-Hop,135.39,0.78,0.7,0.32
2024-11-09,2024-11-09 21:56:00,2024-11-09 22:17:00,R&B,87.1,0.64,0.97,0.98
2024-11-09,2024-11-09 22:19:00,2024-11-09 22:39:00,Techno,64.26,0.44,0.99,0.51
2024-11-09,2024-11-09 22:43:00,2024-11-09 22:55:00,Electronic,167.21,0.75,0.38,0.98
2024-11-09,2024-11-09 23:02:00,2024-11-09 23:20:00,Phonk,134.17,0.32,0.54,0.72
2024-11-09,2024-11-09 23:27:00,2024-11-09 23:32:00,Pop,150.97,0.13,0.38,0.2
2024-11-10,2024-11-10 00:00:00,2024-11-10 00:12:00,Electronic,153.81,0.57,0.33,0.32
2024-11-10,2024-11-10 00:16:00,2024-11-10 00:21:00,R&B,164.88,0.29,0.61,0.25
2024-11-10,2024-11-10 00:31:00,2024-11-10 01:00:00,R&B,86.12,0.2,0.19,0.94
2024-11-10,2024-11-10 01:05:00,2024-11-10 01:17:00,Classical,121.37,0.12,0.31,0.13
2024-11-10,2024-11-10 01:22:00,2024-11-10 01:47:00,Classical,121.82,0.85,0.81,0.13
2024-11-10,2024-11-10 01:54:00,2024-11-10 02:01:00,Pop,106.14,0.8,0.76,0.28
2024-11-10,2024-11-10 02:05:00,2024-11-10 02:25:00,Electronic,159.55,0.48,0.16,0.27
2024-11-10,2024-11-10 02:29:00,2024-11-10 02:51:00,Pop,131.77,0.54,0.58,0.34
2024-11-10,2024-11-10 03:00:00,2024-11-10 03:18:00,Hip-Hop,150.91,0.19,0.44,0.22
2024-11-10,2024-11-10 03:22:00,2024-11-10 03:52:00,Hip-Hop,142.83,0.4,0.33,0.86
2024-11-10,2024-11-10 03:55:00,2024-11-10 04:14:00,Phonk,156.28,0.77,0.68,0.45
2024-11-10,2024-11-10 04:24:00,2024-11-10 04:42:00,Classical,118.06,0.73,0.64,0.49
2024-11-10,2024-11-10 04:49:00,2024-11-10 05:09:00,Hip-Hop,108.06,0.87,0.5,0.93
2024-11-10,2024-11-10 05:10:00,2024-11-10 05:29:00,Rock,86.06,0.15,0.82,0.96
2024-11-10,2024-11-10 05:30:00,2024-11-10 05:50:00,Classical,163.78,0.42,0.94,0.86
2024-11-10,2024-11-10 05:59:00,2024-11-10 06:13:00,Pop,160.76,0.64,0.21,0.42
2024-11-10,2024-11-10 06:21:00,2024-11-10 06:51:00,R&B,114.77,0.15,0.52,0.83
2024-11-10,2024-11-10 06:56:00,2024-11-10 07:09:00,Hip-Hop,148.11,0.37,0.27,0.15
2024-11-10,2024-11-10 07:19:00,2024-11-10 07:24:00,R&B,166.87,0.3,0.7,0.77
2024-11-10,2024-11-10 07:26:00,2024-11-10 07:52:00,Rock,94.84,0.97,0.8,0.65
2024-11-10,2024-11-10 08:00:00,2024-11-10 08:30:00,Pop,115.55,0.87,0.46,0.81
2024-11-10,2024-11-10 08:36:00,2024-11-10 09:06:00,Rock,146.52,0.46,0.89,0.25
2024-11-10,2024-11-10 09:16:00,2024-11-10 09:25:00,Hip-Hop,60.48,0.85,0.32,0.83
2024-11-10,2024-11-10 09:33:00,2024-11-10 09:48:00,Phonk,91.65,0.67,0.47,0.56
2024-11-10,2024-11-10 09:53:00,2024-11-10 10:03:00,Pop,153.65,0.98,0.37,0.55
2024-11-10,2024-11-10 10:08:00,2024-11-10 10:15:00,Electronic,105.42,0.59,0.74,0.48
2024-11-10,2024-11-10 10:16:00,2024-11-10 10:42:00,Electronic,131.82,0.47,0.4,0.99
2024-11-10,2024-11-10 10:46:00,2024-11-10 10:55:00,Electronic,162.95,0.91,0.48,0.53
2024-11-10,2024-11-10 10:57:00,2024-11-10 11:23:00,Electronic,82.41,0.46,0.26,0.68
2024-11-10,2024-11-10 11:26:00,2024-11-10 11:49:00,Classical,89.14,0.32,0.29,0.25
2024-11-10,2024-11-10 11:51:00,2024-11-10 12:20:00,Classical,64.79,0.96,0.62,0.12
2024-11-10,2024-11-10 12:30:00,2024-11-10 12:46:00,Hip-Hop,153.12,0.64,0.48,0.18
2024-11-10,2024-11-10 12:52:00,2024-11-10 13:11:00,Hip-Hop,154.01,0.47,0.94,0.42
2024-11-10,2024-11-10 13:16:00,2024-11-10 13:31:00,Hip-Hop,133.23,0.5,0.42,0.46
2024-11-10,2024-11-10 13:35:00,2024-11-10 13:45:00,Phonk,80.18,0.48,0.88,0.86
2024-11-10,2024-11-10 13:55:00,2024-11-10 14:07:00,Phonk,102.19,0.62,0.58,0.7
2024-11-10,2024-11-10 14:15:00,2024-11-10 14:31:00,Techno,71.19,0.92,0.61,0.35
2024-11-10,2024-11-10 14:34:00,2024-11-10 14:49:00,Classical,143.56,0.87,0.35,0.15
2024-11-10,2024-11-10 14:56:00,2024-11-10 15:16:00,Hip-Hop,172.59,0.33,0.48,0.89
2024-11-10,2024-11-10 15:21:00,2024-11-10 15:40:00,R&B,99.25,0.72,0.62,0.38
2024-11-10,2024-11-10 15:45:00,2024-11-10 16:06:00,Phonk,171.47,0.89,0.33,0.87
2024-11-10,2024-11-10 16:16:00,2024-11-10 16:23:00,Rock,85.71,0.9,0.47,0.9
2024-11-10,2024-11-10 16:24:00,2024-11-10 16:39:00,Hip-Hop,151.6,0.27,0.33,0.61
2024-11-10,2024-11-10 16:47:00,2024-11-10 17:14:00,Rock,60.73,0.47,0.39,0.6
2024-11-10,2024-11-10 17:20:00,2024-11-10 17:43:00,Pop,147.68,0.7,0.82,0.87
2024-11-10,2024-11-10 17:50:00,2024-11-10 18:13:00,Phonk,111.66,0.39,0.4,0.21
2024-11-10,2024-11-10 18:15:00,2024-11-10 18:41:00,Classical,86.73,0.84,0.8,0.28
2024-11-10,2024-11-10 18:47:00,2024-11-10 19:11:00,Pop,141.04,0.84,0.33,0.76
2024-11-10,2024-11-10 19:12:00,2024-11-10 19:30:00,Phonk,179.43,0.79,0.65,0.96
2024-11-10,2024-11-10 19:32:00,2024-11-10 19:45:00,Pop,96.61,0.84,0.2,0.85
2024-11-10,2024-11-10 19:54:00,2024-11-10 20:01:00,Classical,121.14,0.11,0.1,0.17
2024-11-10,2024-11-10 20:02:00,2024-11-10 20:21:00,R&B,77.5,0.28,0.68,0.42
2024-11-10,2024-11-10 20:26:00,2024-11-10 20:49:00,Electronic,151.06,0.63,0.54,0.9
2024-11-10,2024-11-10 20:57:00,2024-11-10 21:09:00,Rock,131.1,0.56,0.6,0.35
2024-11-10,2024-11-10 21:13:00,2024-11-10 21:35:00,Rock,132.26,0.99,0.23,0.64
2024-11-10,2024-11-10 21:43:00,2024-11-10 21:58:00,Techno,164.05,0.42,0.66,0.82
2024-11-10,2024-11-10 22:00:00,2024-11-10 22:25:00,Phonk,143.41,0.32,0.12,0.7
2024-11-10,2024-11-10 22:27:00,2024-11-10 22:45:00,Pop,88.39,0.25,0.82,0.26
2024-11-10,2024-11-10 22:49:00,2024-11-10 23:19:00,Electronic,100.36,0.93,0.71,0.48
2024-11-10,2024-11-10 23:20:00,2024-11-10 23:33:00,Phonk,64.21,0.18,0.98,0.4
2024-11-10,2024-11-10 23:42:00,2024-11-10 23:55:00,Electronic,72.69,0.35,0.41,0.64
2024-11-11,2024-11-11 00:00:00,2024-11-11 00:30:00,Rock,67.3,0.43,0.63,0.57
2024-11-11,2024-11-11 00:36:00,2024-11-11 00:45:00,Electronic,141.29,0.36,0.55,0.35
2024-11-11,2024-11-11 00:49:00,2024-11-11 01:10:00,Pop,175.87,0.32,0.21,0.23
2024-11-11,2024-11-11 01:11:00,2024-11-11 01:21:00,Pop,170.58,0.87,0.33,0.8
2024-11-11,2024-11-11 01:23:00,2024-11-11 01:31:00,Pop,97.95,0.98,0.72,0.69
2024-11-11,2024-11-11 01:35:00,2024-11-11 01:52:00,Electronic,89.8,0.43,0.61,0.84
2024-11-11,2024-11-11 02:00:00,2024-11-11 02:25:00,Hip-Hop,128.46,0.13,0.29,0.72
2024-11-11,2024-11-11 02:30:00,2024-11-11 02:35:00,Pop,171.53,0.38,0.81,0.27
2024-11-11,2024-11-11 02:39:00,2024-11-11 03:03:00,Hip-Hop,161.44,0.71,0.85,0.2
2024-11-11,2024-11-11 03:07:00,2024-11-11 03:14:00,Hip-Hop,124.88,0.31,0.13,0.63
2024-11-11,2024-11-11 03:18:00,2024-11-11 03:47:00,Techno,105.36,0.28,0.57,0.8
2024-11-11,2024-11-11 03:50:00,2024-11-11 04:01:00,Electronic,129.83,0.78,0.88,0.46
2024-11-11,2024-11-11 04:07:00,2024-11-11 04:36:00,Rock,132.57,0.51,0.55,0.62
2024-11-11,2024-11-11 04:38:00,2024-11-11 04:58:00,R&B,74.34,0.79,0.89,0.25
2024-11-11,2024-11-11 05:01:00,2024-11-11 05:25:00,Hip-Hop,122.09,0.74,0.93,0.54
2024-11-11,2024-11-11 05:33:00,2024-11-11 05:54:00,Classical,79.82,0.16,0.73,0.46
2024-11-11,2024-11-11 05:56:00,2024-11-11 06:13:00,Rock,162.06,0.38,0.61,0.4
2024-11-11,2024-11-11 06:14:00,2024-11-11 06:19:00,Hip-Hop,111.24,0.35,0.88,0.38
2024-11-11,2024-11-11 06:25:00,2024-11-11 06:30:00,Phonk,69.3,0.35,0.26,0.84
2024-11-11,2024-11-11 06:37:00,2024-11-11 07:04:00,R&B,96.96,0.5,0.77,0.2
2024-11-11,2024-11-11 07:12:00,2024-11-11 07:22:00,R&B,177.0,0.63,0.31,0.97
2024-11-11,2024-11-11 07:25:00,2024-11-11 07:41:00,Pop,171.17,0.23,0.79,0.45
2024-11-11,2024-11-11 07:42:00,2024-11-11 07:53:00,Classical,128.56,0.19,0.52,0.63
2024-11-11,2024-11-11 07:58:00,2024-11-11 08:07:00,Rock,102.0,0.76,0.43,0.85
2024-11-11,2024-11-11 08:16:00,2024-11-11 08:25:00,Classical,119.03,0.81,0.47,0.79
2024-11-11,2024-11-11 08:28:00,2024-11-11 08:33:00,Classical,93.87,0.72,0.74,0.95
2024-11-11,2024-11-11 08:43:00,2024-11-11 09:11:00,Rock,176.65,0.19,0.22,0.89
2024-11-11,2024-11-11 09:17:00,2024-11-11 09:37:00,Rock,81.0,0.56,0.44,0.68
2024-11-11,2024-11-11 09:45:00,2024-11-11 09:50:00,Classical,108.87,0.8,0.46,0.71
2024-11-11,2024-11-11 09:58:00,2024-11-11 10:22:00,Rock,149.87,0.46,0.83,0.49
2024-11-11,2024-11-11 10:25:00,2024-11-11 10:38:00,Hip-Hop,93.69,0.94,0.3,0.73
2024-11-11,2024-11-11 10:41:00,2024-11-11 11:03:00,Techno,145.86,0.28,0.69,0.64
2024-11-11,2024-11-11 11:11:00,2024-11-11 11:31:00,Classical,148.17,0.46,0.45,0.75
2024-11-11,2024-11-11 11:36:00,2024-11-11 11:59:00,R&B,60.72,0.56,0.16,0.12
2024-11-11,2024-11-11 12:01:00,2024-11-11 12:09:00,R&B,169.61,0.73,0.46,0.99
2024-11-11,2024-11-11 12:14:00,2024-11-11 12:41:00,Classical,109.16,0.62,0.73,0.62
2024-11-11,2024-11-11 12:47:00,2024-11-11 12:59:00,Pop,67.2,0.41,0.34,0.75
2024-11-11,2024-11-11 13:05:00,2024-11-11 13:20:00,Hip-Hop,154.26,0.18,0.66,0.39
2024-11-11,2024-11-11 13:22:00,2024-11-11 13:36:00,R&B,91.9,0.41,0.36,0.9
2024-11-11,2024-11-11 13:39:00,2024-11-11 14:04:00,Phonk,170.99,0.81,0.4,0.12
2024-11-11,2024-11-11 14:09:00,2024-11-11 14:32:00,Pop,169.44,0.98,0.88,0.78
2024-11-11,2024-11-11 14:41:00,2024-11-11 15:00:00,Techno,129.95,0.34,0.33,0.13
2024-11-11,2024-11-11 15:02:00,2024-11-11 15:14:00,Techno,99.15,0.54,0.37,0.38
2024-11-11,2024-11-11 15:18:00,2024-11-11 15:28:00,Rock,73.3,0.42,0.33,0.92
2024-11-11,2024-11-11 15:36:00,2024-11-11 16:01:00,Rock,124.78,0.81,0.54,0.52
2024-11-11,2024-11-11 16:09:00,2024-11-11 16:26:00,Phonk,160.71,0.95,0.14,0.41
2024-11-11,2024-11-11 16:30:00,2024-11-11 16:43:00,Hip-Hop,139.22,0.45,0.26,0.15
2024-11-11,2024-11-11 16:46:00,2024-11-11 17:13:00,Pop,164.62,0.99,0.5,0.4
